CustomerID,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
3379226,37.47,226.0,45.0,2.48,0.0,0.0,-16.0,3.5,1.3,2.0,10.0,1.3,0.0,15.5,1.3,0.7,52.7,38.3,3.3,0.0,0.0,9.0,1.0,1.0,MINSTP612,1.0,1.0,259.0,22.0,22.0,No,No,Yes,No,No,Known,No,No,No,Yes,No,Yes,0.0,0.0,No,No,0.0,3.0,No,0.0,30.0,No,4-Medium,Other,Other,No
3223958,33.49,142.0,30.0,0.0,0.0,2.3,-142.0,-3.5,1.3,9.0,1.7,0.0,0.0,26.1,11.3,0.0,20.0,50.7,10.3,0.0,0.7,11.0,1.0,1.0,OHICIN513,1.0,1.0,343.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,7-Lowest,Rural,Other,Unknown
3122134,33.93,260.0,30.0,0.0,9.0,0.8,76.0,8.7,1.0,3.0,11.7,1.0,0.0,2.1,2.3,0.0,27.7,8.3,4.0,0.0,0.3,23.0,1.0,1.0,OHIDAY937,1.0,1.0,679.0,32.0,30.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,No,0.0,7.0,No,0.0,30.0,No,2-High,Suburban,Professional,Yes
3294906,183.9,1774.0,105.0,2.48,293.0,5.2,741.0,117.61600000000035,10.3,15.7,94.7,0.0,0.0,518.6,86.7,35.7,299.0,141.7,26.3,0.0,12.0,12.0,1.0,1.0,INDIND317,3.0,2.0,133.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,150.0,No,4-Medium,Suburban,Other,Unknown
3215882,53.23,368.0,50.0,0.25,7.0,1.3,167.0,6.4,6.0,11.7,40.3,0.0,0.3,113.1,38.0,1.3,151.3,41.3,17.7,0.0,0.7,14.0,3.0,1.0,SANCRP512,1.0,1.0,419.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,2-High,Town,Other,Unknown
3381226,69.53,332.0,70.0,1.49,0.0,0.0,102.0,3.8,6.0,1.0,78.7,2.0,4.0,57.3,43.7,30.7,87.7,69.0,7.0,0.0,1.3,7.0,1.0,1.0,PHIPHI215,2.0,1.0,149.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0.0,0.0,Yes,No,0.0,3.0,No,0.0,130.0,No,5-Low,Other,Other,No
3380030,46.4,79.0,50.0,0.0,0.0,0.0,26.0,-1.1,1.0,0.0,15.3,5.3,0.0,2.7,3.0,0.0,3.3,39.7,1.0,0.0,0.0,9.0,1.0,1.0,APCFRE540,1.0,1.0,255.0,44.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,5.0,No,0.0,30.0,No,4-Medium,Town,Other,No
3362646,63.63,595.0,45.0,0.25,71.0,0.0,-97.0,-0.6,8.0,16.3,49.7,0.0,0.0,69.4,1.7,1.3,106.3,93.7,24.3,0.0,0.0,11.0,1.0,1.0,CHINBK847,2.0,2.0,49.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,1.0,No,0.0,130.0,No,2-High,Other,Other,No
3149262,35.74,26.0,32.0,0.0,0.0,0.0,-12.0,0.0,1.7,0.3,0.3,0.0,0.0,2.4,0.0,0.7,9.0,1.3,2.0,0.0,0.0,19.0,3.0,2.0,LAXANA714,1.0,1.0,579.0,58.0,52.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,Yes,No,0.0,9.0,No,0.0,30.0,No,2-High,Suburban,Other,Yes
3132430,85.98,758.0,56.0,0.25,195.0,0.0,-6.0,20.4,7.7,0.7,45.0,1.3,0.3,133.2,50.7,4.7,244.7,34.3,8.3,0.0,0.3,21.0,1.0,1.0,NNYBUF716,1.0,1.0,624.0,28.0,28.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,1.0,6.0,No,0.0,30.0,No,2-High,Suburban,Other,Unknown
3196002,30.48,100.0,30.0,0.5,0.0,0.0,20.0,1.5,2.7,0.3,5.0,0.0,0.0,45.2,14.3,0.0,55.7,7.7,3.0,0.0,0.7,15.0,2.0,1.0,SFROAK925,1.0,1.0,462.0,34.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0.0,0.0,No,No,0.0,9.0,No,0.0,30.0,No,2-High,Other,Professional,Yes
3384446,48.6,1156.0,26.0,0.5,68.0,2.3,-606.0,-64.9,9.7,10.7,56.7,11.7,0.3,573.5,80.7,6.7,189.0,398.3,20.3,0.0,17.7,8.0,1.0,1.0,LOULOU502,1.0,1.0,225.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,1.0,No,0.0,30.0,No,5-Low,Suburban,Other,Unknown
3386338,35.34,10.0,45.0,0.0,0.0,0.4,-7.0,-0.4,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,SFRPAL650,1.0,1.0,208.0,56.0,54.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0.0,0.0,No,No,0.0,9.0,No,0.0,30.0,No,3-Good,Other,Professional,Yes
3118418,124.54,1363.0,100.0,0.99,94.0,0.0,41.0,1.2,11.3,15.7,78.3,4.7,2.0,314.8,57.0,74.3,304.0,156.0,27.0,0.0,7.7,25.0,1.0,1.0,SANMCA210,4.0,2.0,245.0,46.0,40.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0.0,0.0,Yes,No,0.0,5.0,No,0.0,130.0,No,2-High,Town,Professional,Yes
3124418,31.46,223.0,30.0,0.0,2.0,1.1,-47.0,0.2,5.0,1.7,21.0,1.0,0.0,47.1,11.0,4.3,65.7,11.0,6.7,0.0,0.0,21.0,1.0,1.0,MIAKEY305,2.0,2.0,312.0,36.0,38.0,No,Yes,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,No,0.0,0.0,No,No,0.0,6.0,Yes,0.0,130.0,No,2-High,Rural,Clerical,Yes
3083322,33.24,54.0,40.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.3,0.0,0.0,1.7,0.0,0.0,17.0,9.7,3.0,0.0,0.0,26.0,1.0,1.0,APCSIL301,1.0,1.0,777.0,36.0,30.0,No,No,No,Yes,Yes,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,9.0,No,0.0,30.0,No,1-Highest,Town,Other,Yes
3293102,154.3,764.0,45.0,5.2,314.0,1.1,37.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,SFROAK510,1.0,1.0,300.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,2-High,Suburban,Other,Unknown
3115402,10.0,50.0,10.0,0.0,0.0,0.0,-36.0,0.0,1.0,0.0,5.7,0.0,0.0,10.7,13.0,4.0,32.3,3.7,1.0,0.0,0.3,23.0,2.0,2.0,DENBOU303,1.0,1.0,685.0,36.0,24.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,7.0,No,0.0,30.0,No,2-High,Suburban,Other,Yes
3178038,31.56,263.0,27.0,0.0,0.0,0.0,89.0,-17.6,1.3,7.0,11.7,0.0,0.7,63.1,16.0,6.3,42.3,22.7,8.3,0.0,0.3,19.0,2.0,2.0,NCRNWN757,3.0,3.0,45.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,100.0,No,1-Highest,Suburban,Other,Unknown
3084498,96.04,2450.0,85.0,1.98,41.0,0.9,-704.0,-17.8,10.0,21.7,178.7,5.3,1.3,511.6,156.0,49.7,364.7,435.7,31.7,0.0,22.3,24.0,2.0,1.0,INDIND317,6.0,5.0,132.0,52.0,48.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,8.0,No,0.0,30.0,No,5-Low,Town,Other,Yes
3368226,45.31,580.0,45.0,0.99,2.0,5.5,34.0,-1.2,3.3,10.7,39.0,2.7,0.0,94.4,29.0,4.0,45.0,170.7,14.0,0.0,3.0,6.0,1.0,1.0,OHIELY440,1.0,1.0,196.0,24.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,2.0,No,0.0,30.0,No,2-High,Suburban,Other,No
3367526,34.99,450.0,45.0,0.0,0.0,0.0,76.0,0.0,6.0,0.7,19.7,1.7,1.3,122.2,76.3,26.7,58.3,135.3,6.7,0.0,2.7,11.0,1.0,1.0,NYCBRO917,1.0,1.0,305.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,Yes,0.0,0.0,No,0.0,30.0,No,4-Medium,Other,Other,Unknown
3048398,37.34,213.0,33.0,1.24,10.0,0.3,131.0,-24.8,1.7,0.7,10.7,0.0,0.0,11.1,8.0,2.7,24.3,23.7,4.0,0.0,0.0,31.0,2.0,2.0,APCFCH703,2.0,2.0,30.0,30.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,Yes,No,0.0,9.0,No,0.0,30.0,No,1-Highest,Other,Other,Yes
3124170,33.67,302.0,30.0,0.0,10.0,0.0,76.0,11.0,2.0,0.0,44.7,0.0,0.0,8.4,7.0,0.0,58.7,27.3,2.0,0.0,0.0,25.0,1.0,1.0,NNYBUF716,2.0,2.0,105.0,48.0,40.0,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,No,0.0,6.0,No,0.0,150.0,No,2-High,Suburban,Other,Unknown
3219958,29.99,14.0,30.0,0.0,0.0,0.0,9.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.7,0.0,0.0,18.0,1.0,1.0,ATLATL678,1.0,1.0,519.0,76.0,74.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,Yes,No,0.0,4.0,No,0.0,30.0,No,2-High,Rural,Other,Yes
3156878,133.57,897.0,60.0,1.73,196.0,0.0,-10.0,3.6,1.0,7.3,45.7,0.0,0.0,230.9,18.0,0.3,261.3,105.0,8.3,0.0,6.0,22.0,1.0,1.0,STLSTL314,4.0,3.0,179.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,Yes,0.0,0.0,No,0.0,100.0,No,1-Highest,Town,Other,Unknown
3200146,28.74,174.0,30.0,0.25,0.0,0.0,20.0,0.7,1.0,0.0,0.0,9.0,0.0,5.8,5.0,1.3,24.3,13.3,1.0,0.0,0.0,17.0,1.0,1.0,NYCNAS516,2.0,2.0,112.0,64.0,60.0,No,Yes,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,Yes,No,1.0,7.0,No,0.0,130.0,No,2-High,Other,Other,Yes
3383470,54.57,110.0,60.0,0.0,0.0,0.0,14.0,-24.6,1.3,1.3,24.7,0.0,0.0,37.0,12.7,8.0,27.3,26.0,2.7,0.0,0.0,8.0,1.0,1.0,NYCNEW973,2.0,1.0,30.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,4.0,No,0.0,200.0,No,2-High,Other,Other,Unknown
3390194,166.88,1722.0,60.0,0.0,271.0,0.6,741.0,34.7,18.3,14.3,89.7,14.0,4.0,420.1,58.0,52.3,160.3,211.7,32.7,0.0,20.7,7.0,1.0,1.0,FLNOCA352,2.0,2.0,7.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,150.0,No,5-Low,Other,Other,Unknown
3204830,87.73,340.0,50.0,0.0,0.0,0.0,6.0,-37.7,2.0,5.3,20.3,4.7,0.0,37.9,31.0,3.0,27.3,58.3,7.3,0.0,0.3,17.0,1.0,1.0,HOUHOU281,2.0,2.0,462.0,54.0,52.0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,1.0,6.0,No,0.0,30.0,No,2-High,Town,Other,Yes
3070678,53.98,228.0,30.0,0.0,68.0,0.2,15.0,-0.2,1.7,0.3,7.3,0.0,0.0,41.5,6.3,2.0,71.0,17.7,2.0,0.0,0.0,29.0,1.0,1.0,APCWAS202,3.0,3.0,144.0,58.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,8.0,No,0.0,130.0,No,1-Highest,Other,Other,No
3279642,34.91,237.0,40.0,0.5,8.0,0.2,120.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,MIADFD954,1.0,1.0,366.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,5-Low,Other,Other,Unknown
3119594,10.9,404.0,10.0,0.0,0.0,0.9,-57.0,-0.9,2.0,3.0,25.0,0.0,0.0,74.6,21.3,4.3,60.7,41.7,5.0,0.0,1.0,21.0,3.0,3.0,SANAUS512,1.0,1.0,635.0,50.0,46.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,No,0.0,0.0,Yes,No,0.0,8.0,No,0.0,30.0,No,1-Highest,Other,Other,Yes
3291798,36.65,312.0,40.0,0.0,18.0,0.0,-162.0,-6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,DETPON248,1.0,1.0,240.0,32.0,0.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,No,0.0,0.0,No,No,0.0,6.0,No,0.0,30.0,No,2-High,Suburban,Other,No
3293014,44.36,595.0,45.0,0.5,18.0,2.4,-49.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,DALFTW817,1.0,1.0,407.0,48.0,46.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0.0,0.0,No,No,0.0,6.0,No,0.0,30.0,No,4-Medium,Suburban,Other,Yes
3252430,68.5,160.0,77.0,1.73,0.0,0.0,-126.0,-26.4,8.3,3.0,7.7,0.0,0.3,11.1,11.0,1.0,21.7,20.3,11.3,0.0,0.0,14.0,3.0,2.0,LAXCAN661,1.0,1.0,410.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,3-Good,Suburban,Other,Unknown
3382778,66.03,1665.0,50.0,0.5,23.0,2.5,475.0,-12.0,20.0,1.3,74.3,2.3,0.0,215.7,123.0,51.7,151.3,150.0,21.3,0.0,3.7,8.0,1.0,1.0,NYCBRO917,1.0,1.0,241.0,22.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,2.0,No,0.0,30.0,No,3-Good,Other,Other,No
3239034,30.52,640.0,30.0,0.25,0.0,0.0,-109.0,-0.5,11.3,0.3,27.0,7.3,0.3,38.5,2.0,0.0,44.0,58.3,11.7,0.0,0.0,11.0,1.0,1.0,LAXLAX323,1.0,1.0,322.0,40.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,7.0,No,0.0,30.0,No,2-High,Other,Other,No
3137994,100.58,867.0,60.0,2.23,169.0,0.2,-396.0,-52.1,17.0,0.0,26.0,1.7,1.7,314.2,47.3,11.3,206.3,67.3,17.0,0.0,1.3,22.0,1.0,1.0,APCFCH703,2.0,2.0,310.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,6.0,No,0.0,10.0,No,5-Low,Suburban,Other,Unknown
3254094,83.52,421.0,50.0,0.0,132.0,0.0,-111.0,-32.3,0.7,13.0,2.3,0.3,0.0,147.4,29.3,4.0,113.7,14.3,13.7,0.0,0.7,12.0,1.0,1.0,CHINBK847,1.0,1.0,362.0,26.0,26.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,No,0.0,6.0,No,0.0,30.0,No,2-High,Other,Professional,Yes
3047986,50.28,746.0,60.0,0.0,8.0,0.0,-30.0,-0.3,4.0,4.0,52.3,6.7,0.0,109.6,23.0,10.3,208.3,99.0,8.0,0.0,1.7,29.0,2.0,2.0,OHICLE216,3.0,3.0,141.0,54.0,48.0,Yes,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,Yes,0.0,7.0,No,0.0,150.0,No,1-Highest,Town,Professional,Yes
